,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
43,"['header', 'text', 'section', 'home', 'screen', 'display', 'group', 'highlight', 'user', 'brows', 'histori', 'topic', 'rese', 'arch', 'exp', 'lore', 'web']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 161,xml,"Header text for a section on the home screen that displays grouped highlights from the          user's browsing history, such as topics they have researched or explored on the web ",header text section home screen display group highlight user brows histori topic rese arch exp lore web,"[('header', 'text', 'section'), ('text', 'section', 'home'), ('section', 'home', 'screen'), ('home', 'screen', 'display'), ('screen', 'display', 'group'), ('display', 'group', 'highlight'), ('group', 'highlight', 'user'), ('highlight', 'user', 'brows'), ('user', 'brows', 'histori'), ('brows', 'histori', 'topic'), ('histori', 'topic', 'research'), ('topic', 'research', 'explor'), ('research', 'explor', 'web')]",15,['obeys privacy'],['Self_direction'],['histori'],conforms with value,17,
44,"['text', 'menu', 'button', 'remov', 'group', 'highlight', 'user', 'brows', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 170,xml,Text for the menu button to remove a grouped highlight from the user's browsing history ,text menu button remov group highlight user brows histori,"[('text', 'menu', 'button'), ('menu', 'button', 'remov'), ('button', 'remov', 'group'), ('remov', 'group', 'highlight'), ('group', 'highlight', 'user'), ('highlight', 'user', 'brows'), ('user', 'brows', 'histori')]",9,['obeys privacy'],['Self_direction'],['histori'],conforms with value,9,
45,"['text', 'menu', 'button', 'remov', 'group', 'highlight', 'user', 'brows', 'histori', 'recent', 'visit', 'section']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 171,xml,Text for the menu button to remove a grouped highlight from the user's browsing history          in the Recently visited section ,text menu button remov group highlight user brows histori recent visit section,"[('text', 'menu', 'button'), ('menu', 'button', 'remov'), ('button', 'remov', 'group'), ('remov', 'group', 'highlight'), ('group', 'highlight', 'user'), ('highlight', 'user', 'brows'), ('user', 'brows', 'histori'), ('brows', 'histori', 'recent'), ('histori', 'recent', 'visit'), ('recent', 'visit', 'section')]",12,['obeys privacy'],['Self_direction'],['histori'],conforms with value,12,
46,"['content', 'descript', 'button', 'navig', 'user', 'show', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 174,xml,Content description for the button which navigates the user to show all of their history.  ,content descript button navig user show histori,"[('content', 'descript', 'button'), ('descript', 'button', 'navig'), ('button', 'navig', 'user'), ('navig', 'user', 'show'), ('user', 'show', 'histori')]",7,"['obeys privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['histori', 'content']",conforms with value,7,
47,"['browser', 'fragment', 'content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'navig', 'open', 'tab']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 178,xml,"Browser Fragment  Content description (not visible, for screen readers etc.): Navigate to open tabs  ",browser fragment content descript visibl screen reader etc navig open tab,"[('browser', 'fragment', 'content'), ('fragment', 'content', 'descript'), ('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'navig'), ('etc', 'navig', 'open'), ('navig', 'open', 'tab')]",11,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,11,
48,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'navig', 'backward', 'brows', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 180,xml,"Content description (not visible, for screen readers etc.): Navigate backward (browsing history)  ",content descript visibl screen reader etc navig backward brows histori,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'navig'), ('etc', 'navig', 'backward'), ('navig', 'backward', 'brows'), ('backward', 'brows', 'histori')]",10,"['obeys privacy', 'violates privacy', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['histori', 'visibl', 'content', 'visibl']",conforms with value,10,
49,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'navig', 'forward', 'brows', 'histori']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 182,xml,"Content description (not visible, for screen readers etc.): Navigate forward (browsing history)  ",content descript visibl screen reader etc navig forward brows histori,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'navig'), ('etc', 'navig', 'forward'), ('navig', 'forward', 'brows'), ('forward', 'brows', 'histori')]",10,"['obeys privacy', 'violates privacy', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['histori', 'visibl', 'content', 'visibl']",conforms with value,10,
50,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'refresh', 'current', 'websit']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 184,xml,"Content description (not visible, for screen readers etc.): Refresh current website  ",content descript visibl screen reader etc refresh current websit,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'refresh'), ('etc', 'refresh', 'current'), ('refresh', 'current', 'websit')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,9,
51,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'stop', 'load', 'current', 'websit']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 186,xml,"Content description (not visible, for screen readers etc.): Stop loading current website  ",content descript visibl screen reader etc stop load current websit,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'stop'), ('etc', 'stop', 'load'), ('stop', 'load', 'current'), ('load', 'current', 'websit')]",10,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,10,
52,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'bookmark', 'current', 'page']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 188,xml,"Content description (not visible, for screen readers etc.): Bookmark the current page  ",content descript visibl screen reader etc bookmark current page,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'bookmark'), ('etc', 'bookmark', 'current'), ('bookmark', 'current', 'page')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,9,
53,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'unbook', 'mark', 'current', 'page']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 190,xml,"Content description (not visible, for screen readers etc.): Unbookmark the current page  ",content descript visibl screen reader etc unbook mark current page,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'unbookmark'), ('etc', 'unbookmark', 'current'), ('unbookmark', 'current', 'page')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,10,
54,"['browser', 'menu', 'button', 'send', 'user', 'help', 'articl']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 198,xml,Browser menu button that sends a user to help articles  ,browser menu button send user help articl,"[('browser', 'menu', 'button'), ('menu', 'button', 'send'), ('button', 'send', 'user'), ('send', 'user', 'help'), ('user', 'help', 'articl')]",7,['obeys helpful'],['Benevolence'],"['help', 'help']",conforms with value,7,
55,"['browser', 'menu', 'toggl', 'request', 'desktop', 'site']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 206,xml,Browser menu toggle that requests a desktop site  ,browser menu toggl request desktop site,"[('browser', 'menu', 'toggl'), ('menu', 'toggl', 'request'), ('toggl', 'request', 'desktop'), ('request', 'desktop', 'site')]",6,['obeys privacy'],['Self_direction'],['request'],conforms with value,6,
56,"['browser', 'menu', 'toggl', 'add', 'short', 'cut', 'site', 'devic', 'home', 'screen']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 208,xml,Browser menu toggle that adds a shortcut to the site on the device home screen.  ,browser menu toggl add short cut site devic home screen,"[('browser', 'menu', 'toggl'), ('menu', 'toggl', 'add'), ('toggl', 'add', 'shortcut'), ('add', 'shortcut', 'site'), ('shortcut', 'site', 'devic'), ('site', 'devic', 'home'), ('devic', 'home', 'screen')]",9,['obeys pleasure'],['Hedonism'],['shortcut'],conforms with value,10,
57,"['browser', 'menu', 'toggl', 'instal', 'progress', 'web', 'app', 'short', 'cut', 'site', 'devic', 'home', 'screen']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 210,xml,Browser menu toggle that installs a Progressive Web App shortcut to the site on the device home screen.  ,browser menu toggl instal progress web app short cut site devic home screen,"[('browser', 'menu', 'toggl'), ('menu', 'toggl', 'instal'), ('toggl', 'instal', 'progress'), ('instal', 'progress', 'web'), ('progress', 'web', 'app'), ('web', 'app', 'shortcut'), ('app', 'shortcut', 'site'), ('shortcut', 'site', 'devic'), ('site', 'devic', 'home'), ('devic', 'home', 'screen')]",12,"['obeys pleasure', 'obeys broad minded']","['Hedonism', 'Universalism']","['shortcut', 'progress']",conforms with value,13,
58,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'resync', 'tab', 'button']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 214,xml,"Content description (not visible, for screen readers etc.) for the Resync tabs button  ",content descript visibl screen reader etc resync tab button,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'resync'), ('etc', 'resync', 'tab'), ('resync', 'tab', 'button')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,9,
59,"['browser', 'menu', 'button', 'shown', 'custom', 'tab', 'open', 'current', 'tab', 'fenix', 'first', 'paramet', 'name', 'app', 'defin', 'app', 'name', 'exampl', 'fenix']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 227,xml,Browser menu button shown in custom tabs that opens the current tab in Fenix         The first parameter is the name of the app defined in app_name (for example: Fenix) ,browser menu button shown custom tab open current tab fenix first paramet name app defin app name exampl fenix,"[('browser', 'menu', 'button'), ('menu', 'button', 'shown'), ('button', 'shown', 'custom'), ('shown', 'custom', 'tab'), ('custom', 'tab', 'open'), ('tab', 'open', 'current'), ('open', 'current', 'tab'), ('current', 'tab', 'fenix'), ('tab', 'fenix', 'first'), ('fenix', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'defin'), ('app', 'defin', 'appnam'), ('defin', 'appnam', 'exampl'), ('appnam', 'exampl', 'fenix')]",18,['obeys curious'],['Self_direction'],['exampl'],conforms with value,19,
60,"['browser', 'menu', 'text', 'shown', 'custom', 'tab', 'indic', 'fenix', 'tab', 'first', 'paramet', 'name', 'app', 'defin', 'app', 'name', 'exampl', 'fenix']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 231,xml,Browser menu text shown in custom tabs to indicate this is a Fenix tab         The first parameter is the name of the app defined in app_name (for example: Fenix) ,browser menu text shown custom tab indic fenix tab first paramet name app defin app name exampl fenix,"[('browser', 'menu', 'text'), ('menu', 'text', 'shown'), ('text', 'shown', 'custom'), ('shown', 'custom', 'tab'), ('custom', 'tab', 'indic'), ('tab', 'indic', 'fenix'), ('indic', 'fenix', 'tab'), ('fenix', 'tab', 'first'), ('tab', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'defin'), ('app', 'defin', 'appnam'), ('defin', 'appnam', 'exampl'), ('appnam', 'exampl', 'fenix')]",17,['obeys curious'],['Self_direction'],['exampl'],conforms with value,18,
61,"['browser', 'menu', 'button', 'content', 'descript', 'close', 'reader', 'mode', 'return', 'user', 'regular', 'browser']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 240,xml,Browser menu button content description to close reader mode and return the user to the regular browser  ,browser menu button content descript close reader mode return user regular browser,"[('browser', 'menu', 'button'), ('menu', 'button', 'content'), ('button', 'content', 'descript'), ('content', 'descript', 'close'), ('descript', 'close', 'reader'), ('close', 'reader', 'mode'), ('reader', 'mode', 'return'), ('mode', 'return', 'user'), ('return', 'user', 'regular'), ('user', 'regular', 'browser')]",12,['obeys pleasure'],['Hedonism'],['content'],conforms with value,12,
62,"['browser', 'menu', 'button', 'show', 'reader', 'view', 'appear', 'control', 'e', 'g', 'use', 'font', 'type', 'size']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 247,xml,Browser menu button to show reader view appearance controls e.g. the used font type and size  ,browser menu button show reader view appear control e g use font type size,"[('browser', 'menu', 'button'), ('menu', 'button', 'show'), ('button', 'show', 'reader'), ('show', 'reader', 'view'), ('reader', 'view', 'appear'), ('view', 'appear', 'control'), ('appear', 'control', 'eg'), ('control', 'eg', 'use'), ('eg', 'use', 'font'), ('use', 'font', 'type'), ('font', 'type', 'size')]",13,['violates independent'],['Self_direction'],['control'],value violation,14,
63,"['browser', 'toolbar', 'content', 'descript', 'home', 'screen', 'button', 'browser', 'toolbar']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 259,xml,Browser Toolbar  Content description for the Home screen button on the browser toolbar  ,browser toolbar content descript home screen button browser toolbar,"[('browser', 'toolbar', 'content'), ('toolbar', 'content', 'descript'), ('content', 'descript', 'home'), ('descript', 'home', 'screen'), ('home', 'screen', 'button'), ('screen', 'button', 'browser'), ('button', 'browser', 'toolbar')]",9,['obeys pleasure'],['Hedonism'],['content'],conforms with value,9,
